zip,city,state,country,latitude,longitude
33100,Dajal,PK,PK,29.55769,70.37614
33300,Muhammad Pur,PK,PK,30.71015,73.01782
33500,Rajan Pur,PK,PK,28.14450,69.69580
33600,Mithan Kot,PK,PK,29.54000,72.93190
33700,Rojhan,PK,PK,28.68735,69.95350
34000,Ahsan Pur,PK,PK,30.64470,70.95750
34010,Dera Din Panah,PK,PK,30.67610,70.73020
34050,Kot Adu,PK,PK,30.46910,70.96700
34120,Gujrat,PK,PK,32.57420,74.07542
34200,Muzaffargarh,PK,PK,30.07258,71.19379
34300,Basira,PK,PK,30.08010,71.05900
34370,Shah Jamal,PK,PK,29.92060,70.96550
34382,Doaba,PK,PK,33.42450,70.73676
34384,Mondka,PK,PK,29.96180,71.05720
34430,Jatoi,PK,PK,29.51100,70.84530
34440,Bet Mir Hazar Khan,PK,PK,29.69020,70.80040
34450,Ali Pur,PK,PK,28.51580,70.12280
34470,Khairpur,PK,PK,28.06437,69.70363
34550,Khanpur,PK,PK,28.64739,70.65694
34600,Sultan Colony,PK,PK,30.15690,71.47320
34650,Rang Pur,PK,PK,29.33300,71.49680
35012,Chak,PK,PK,27.85838,68.83378
35100,Waryam,PK,PK,30.96280,72.25820
35110,Chak,PK,PK,27.85838,68.83378
35150,Haveli Bahadur Shah,PK,PK,31.07730,72.18650
35180,Atharan Hazari,PK,PK,31.16450,72.09850
35310,Chak,PK,PK,27.85838,68.83378
35350,Bhawana,PK,PK,31.56884,72.64917
35400,Chiniot,PK,PK,31.72091,72.97836
35460,Chenab Nagar,PK,PK,31.75510,72.91400
35470,Lalian,PK,PK,31.82462,72.80116
35500,Chund Bharwana,PK,PK,31.41760,72.26300
35510,Kot Shakir,PK,PK,31.48150,72.08800
35520,Pirkot Sadhana,PK,PK,31.27210,72.16040
35580,Mari Shah Sakhira,PK,PK,31.61860,72.11100
36000,Chak,PK,PK,27.85838,68.83378
36080,Chak,PK,PK,27.85838,68.83378
36120,Gojra,PK,PK,31.14926,72.68323
36150,Chak,PK,PK,27.85838,68.83378
36160,Chak,PK,PK,27.85838,68.83378
36200,Pacca Anna,PK,PK,31.23500,72.79310
36260,Chak,PK,PK,27.85838,68.83378
36280,Nawan Lahore,PK,PK,31.32450,72.72820
36282,Gojra,PK,PK,31.14926,72.68323
36300,Pir Mahal,PK,PK,30.76663,72.43455
36330,Chak,PK,PK,27.85838,68.83378
36350,Kamalia,PK,PK,30.72708,72.64607
36380,Kamalia,PK,PK,30.72708,72.64607
36390,Jakhar,PK,PK,30.64600,72.63660
37000,Mamu Kanjan,PK,PK,30.83044,72.79943
37040,Chak,PK,PK,27.85838,68.83378
37050,Chak,PK,PK,27.85838,68.83378
37060,Chak,PK,PK,27.85838,68.83378
37100,Kanjwani,PK,PK,30.92780,72.97500
37110,Garh,PK,PK,30.86140,73.02950
37130,Chak,PK,PK,27.85838,68.83378
37180,Chak,PK,PK,27.85838,68.83378
37220,Chak,PK,PK,27.85838,68.83378
37224,Chak,PK,PK,27.85838,68.83378
37230,Chak,PK,PK,27.85838,68.83378
37250,Jaranwala,PK,PK,31.33320,73.41868
37260,Buchiana,PK,PK,31.44160,73.51780
37290,Chak,PK,PK,27.85838,68.83378
37300,Samundri,PK,PK,31.06120,72.95860
37340,Chak,PK,PK,27.85838,68.83378
37360,Chak,PK,PK,27.85838,68.83378
37400,Chak,PK,PK,27.85838,68.83378
37410,Chak,PK,PK,27.85838,68.83378
37420,Chak,PK,PK,27.85838,68.83378
37430,Dasuha,PK,PK,31.31550,73.02550
37530,Chak,PK,PK,27.85838,68.83378
37540,Chak,PK,PK,27.85838,68.83378
37570,Chak,PK,PK,27.85838,68.83378
37600,Chak,PK,PK,27.85838,68.83378
37610,Chak,PK,PK,27.85838,68.83378
37620,Chak,PK,PK,27.85838,68.83378
37660,Chak,PK,PK,27.85838,68.83378
37690,Chak,PK,PK,27.85838,68.83378
37700,Chak Jhumra,PK,PK,31.56808,73.18317
37720,Chak,PK,PK,27.85838,68.83378
37730,Burj Mandi,PK,PK,31.65640,73.09820
37740,Chak,PK,PK,27.85838,68.83378
38000,Faisalabad,PK,PK,31.41554,73.08969
38004,Faisalabad,PK,PK,31.41554,73.08969
38070,Faisalabad,PK,PK,31.41554,73.08969
38080,Faisalabad,PK,PK,31.41554,73.08969
38086,Faisalabad,PK,PK,31.41554,73.08969
38090,Faisalabad,PK,PK,31.41554,73.08969
38200,Faisalabad,PK,PK,31.41554,73.08969
38210,Chak,PK,PK,27.85838,68.83378
38220,Chak,PK,PK,27.85838,68.83378
38230,Chak,PK,PK,27.85838,68.83378
38240,Chak,PK,PK,27.85838,68.83378
38600,Faisalabad,PK,PK,31.41554,73.08969
38700,Faisalabad,PK,PK,31.41554,73.08969
38800,Faisalabad,PK,PK,31.41554,73.08969
